Author ID: 1, Name: b. rajakumar, Connections: []
Author ID: 48854, Name: alvaro leonel de oliveira castro, Connections: []
Author ID: 48855, Name: ãlvaro castro sã¡nchez, Connections: []
Author ID: 48856, Name: alvaro fernandez fernandez, Connections: []
Author ID: 48857, Name: alvaro fernã¡ndez, Connections: []
Author ID: 48858, Name: ãlvaro fernã¡ndez, Connections: []
Author ID: 48859, Name: fernandez alvaro, Connections: []
Author ID: 48860, Name: alvaro fernandez, Connections: []
Author ID: 48861, Name: garcã­a ã, Connections: []
Author ID: 48862, Name: ãngel garcã­a, Connections: []
Author ID: 48863, Name: angel garcia, Connections: []
Author ID: 48864, Name: angel garcã­a, Connections: []
Author ID: 48865, Name: a. garcã­a-muã±oz, Connections: []
Author ID: 48866, Name: angel jimenez-molina, Connections: []
Author ID: 48867, Name: ãngel v. jimã©nez, Connections: []
Author ID: 48868, Name: angel martã­nez-sã¡nchez, Connections: []
Author ID: 48869, Name: angel martä±ìnez sã¡nchez, Connections: []
Author ID: 48870, Name: ãngel martã­nez-sã¡nchez, Connections: []
Author ID: 48871, Name: angel martã­nez sã¡nchez, Connections: []
Author ID: 48872, Name: angel martã­nezâ€sã¡nchez, Connections: []
Author ID: 48873, Name: ãngel martã­nezâ€sã¡nchez, Connections: []
Author ID: 48874, Name: angel martinez-sanchez, Connections: []
Author ID: 48875, Name: angel martinez sanchez, Connections: []
Author ID: 48876, Name: ãngel martã­nez sã¡nchez, Connections: []
Author ID: 48877, Name: ãngel rodrã­guez-lã³pez, Connections: []
Author ID: 48878, Name: ãngel rodrã­guez lã³pez, Connections: []
Author ID: 48879, Name: ã‚ngela f. s. santos, Connections: []
Author ID: 48880, Name: ã‚ngela f.s. santos, Connections: []
Author ID: 48881, Name: ã‚ngela santos, Connections: []
Author ID: 48882, Name: ã…sa johansson, Connections: []
Author ID: 48883, Name: johansson, Connections: []
Author ID: 48884, Name: christopher edwards, Connections: []
Author ID: 48885, Name: christopher james edwards, Connections: []
Author ID: 48886, Name: chris edwards, Connections: []
Author ID: 48887, Name: chris fox, Connections: []
Author ID: 48888, Name: christopher fox, Connections: []
Author ID: 48889, Name: chris greene, Connections: []
Author ID: 48890, Name: chris h. greene, Connections: []
Author ID: 48891, Name: christopher hall, Connections: []
Author ID: 48892, Name: c. hall, Connections: []
Author ID: 48893, Name: chris hall, Connections: []
Author ID: 48894, Name: chris j. hall, Connections: []
Author ID: 48895, Name: christopher j. hall, Connections: []
Author ID: 48896, Name: chris m. hall, Connections: []
Author ID: 48897, Name: christopher harding, Connections: []
Author ID: 48898, Name: c.k. harding, Connections: []
Author ID: 48899, Name: chris harding, Connections: []
Author ID: 48900, Name: christopher k. harding, Connections: []
Author ID: 48901, Name: c. harding, Connections: []
Author ID: 48902, Name: chris k harding, Connections: []
Author ID: 48903, Name: ck harding, Connections: []
Author ID: 48904, Name: c harding, Connections: []
Author ID: 48905, Name: chris g. harwood, Connections: []
Author ID: 48906, Name: chris harwood, Connections: []
Author ID: 48907, Name: c.g. harwood, Connections: []
Author ID: 48908, Name: chris g harwood, Connections: []
Author ID: 48909, Name: chris s. hawes, Connections: []
Author ID: 48910, Name: chris samuel hawes, Connections: []
Author ID: 48911, Name: chris hawes, Connections: []
Author ID: 48912, Name: c. e. johnson, Connections: []
Author ID: 48913, Name: chris e. johnson, Connections: []
Author ID: 48914, Name: chris g johnson, Connections: []
Author ID: 48915, Name: chris johnson, Connections: []
Author ID: 48916, Name: chris g. johnson, Connections: []
Author ID: 48917, Name: christopher johnson, Connections: []
Author ID: 48918, Name: christopher g johnson, Connections: []
Author ID: 48919, Name: chris f. johnson, Connections: []
Author ID: 48920, Name: chris jones, Connections: []
Author ID: 48921, Name: christopher jones, Connections: []
Author ID: 48922, Name: c. jones, Connections: []
Author ID: 48923, Name: c jones, Connections: []
Author ID: 48924, Name: chris i. jones, Connections: []
Author ID: 48925, Name: c. w. m. kay, Connections: []
Author ID: 48926, Name: christopher w. m. kay, Connections: []
Author ID: 48927, Name: christopher w m kay, Connections: []
Author ID: 48928, Name: christopher w.m. kay, Connections: []
Author ID: 48929, Name: christopher kay, Connections: []
Author ID: 48930, Name: kay cw, Connections: []
Author ID: 48931, Name: christopher w.m kay, Connections: []
Author ID: 48932, Name: christopher w. p. kay, Connections: []
Author ID: 48933, Name: chris lee, Connections: []
Author ID: 48934, Name: c.j. lee, Connections: []
Author ID: 48935, Name: christopher james lee, Connections: []
Author ID: 48936, Name: chris j. lee, Connections: []
Author ID: 48937, Name: c. j. lee, Connections: []
Author ID: 48938, Name: chris lennard, Connections: []
Author ID: 48939, Name: c. lennard, Connections: []
Author ID: 48940, Name: c.j. lennard, Connections: []
Author ID: 48941, Name: chris j. lloyd, Connections: []
Author ID: 48942, Name: christopher j. lloyd, Connections: []
Author ID: 48943, Name: chris lloyd, Connections: []
Author ID: 48944, Name: chris martin, Connections: []
Author ID: 48945, Name: chris j martin, Connections: []
Author ID: 48946, Name: chris j. martin, Connections: []
Author ID: 48947, Name: chris a. mayhew, Connections: []
Author ID: 48948, Name: c.a. mayhew, Connections: []
Author ID: 48949, Name: christhopher a. mayhew, Connections: []
Author ID: 48950, Name: christopher a mayhew, Connections: []
Author ID: 48951, Name: c. a. mayhew, Connections: []
Author ID: 48952, Name: christopher a. mayhew, Connections: []
Author ID: 48953, Name: c a mayhew, Connections: []
Author ID: 48954, Name: chris a mayhew, Connections: []
Author ID: 48955, Name: christopher n mayhew, Connections: []
Author ID: 48956, Name: christopher n. mayhew, Connections: []
Author ID: 48957, Name: chris millard, Connections: []
Author ID: 48958, Name: christopher j. millard, Connections: []
Author ID: 48959, Name: christopher w. murray, Connections: []
Author ID: 48960, Name: christopher w murray, Connections: []
Author ID: 48961, Name: chris murray, Connections: []
Author ID: 48962, Name: chris michael murray, Connections: []
Author ID: 48963, Name: chris j. nelson, Connections: []
Author ID: 48964, Name: c.b. nelson, Connections: []
Author ID: 48965, Name: chris reed, Connections: []
Author ID: 48966, Name: c reed, Connections: []
Author ID: 48967, Name: c.p. reed, Connections: []
Author ID: 48968, Name: christopher paul reed, Connections: []
Author ID: 48969, Name: christopher reed, Connections: []
Author ID: 48972, Name: chris roberts, Connections: []
Author ID: 48971, Name: christopher roberts, Connections: []
Author ID: 48973, Name: c. roberts, Connections: []
Author ID: 48974, Name: chris d. roberts, Connections: []
Author ID: 48975, Name: christopher d. roberts, Connections: []
Author ID: 48976, Name: c. d. roberts, Connections: []
Author ID: 48977, Name: craig d. roberts, Connections: []
Author ID: 48978, Name: m. chris roberts, Connections: []
Author ID: 48979, Name: c. w. rogers, Connections: []
Author ID: 48980, Name: christopher w. rogers, Connections: []
Author ID: 48981, Name: cw rogers, Connections: []
Author ID: 48982, Name: chris w. rogers, Connections: []
Author ID: 48983, Name: chris rogers, Connections: []
Author ID: 48984, Name: c.w. rogers, Connections: []
Author ID: 48985, Name: chris a. rogers, Connections: []
Author ID: 48986, Name: chris rowland, Connections: []
Author ID: 48987, Name: christopher r rowland, Connections: []
Author ID: 48988, Name: christopher r. rowland, Connections: []
Author ID: 48989, Name: chris russell, Connections: []
Author ID: 48990, Name: christopher russell, Connections: []
Author ID: 48991, Name: chris b. russell, Connections: []
Author ID: 48992, Name: c b russell, Connections: []
Author ID: 48993, Name: chris shelton, Connections: []
Author ID: 48994, Name: c.j. smith, Connections: []
Author ID: 48995, Name: cj smith, Connections: []
Author ID: 48996, Name: c. j. smith, Connections: []
Author ID: 48997, Name: chris j. smith, Connections: []
Author ID: 48998, Name: chris smith, Connections: []
Author ID: 48999, Name: christopher j. smith, Connections: []
Author ID: 49000, Name: chris a. smith, Connections: []
Author ID: 49001, Name: c. g. a. smith, Connections: []
Author ID: 49002, Name: c.g.a. smith, Connections: []
Author ID: 49003, Name: christopher w. j. smith, Connections: []
Author ID: 49004, Name: christopher wj smith, Connections: []
Author ID: 49005, Name: chris c. r. smith, Connections: []
Author ID: 49006, Name: chris sutherland, Connections: []
Author ID: 49007, Name: christopher sutherland, Connections: []
Author ID: 49008, Name: c.d. thomas, Connections: []
Author ID: 49009, Name: chris d. thomas, Connections: []
Author ID: 49010, Name: c. d. thomas, Connections: []
Author ID: 49011, Name: chris d thomas, Connections: []
Author ID: 49012, Name: chris thomas, Connections: []
Author ID: 49013, Name: c.d thomas, Connections: []
Author ID: 49014, Name: christopher d. thomas, Connections: []
Author ID: 49015, Name: chris f. vernon, Connections: []
Author ID: 49016, Name: c.f. vernon, Connections: []
Author ID: 49017, Name: chris r vernon, Connections: []
Author ID: 49018, Name: chris vernon, Connections: []
Author ID: 49019, Name: chris r. vernon, Connections: []
Author ID: 49020, Name: christopher r. vernon, Connections: []
Author ID: 49021, Name: chris watkins, Connections: []
Author ID: 49022, Name: christopher s. watkins, Connections: []
Author ID: 49023, Name: c s watkins, Connections: []
Author ID: 49024, Name: c.s. welch, Connections: []
Author ID: 49025, Name: c welch, Connections: []
Author ID: 49026, Name: welchchris, Connections: []
Author ID: 49027, Name: c s welch, Connections: []
Author ID: 49028, Name: chris j. welch, Connections: []
Author ID: 49029, Name: chris welch, Connections: []
Author ID: 49030, Name: christopher white, Connections: []
Author ID: 49031, Name: christopher p white, Connections: []
Author ID: 49032, Name: chris p. white, Connections: []
Author ID: 49033, Name: chris white, Connections: []
Author ID: 49034, Name: c. p. white, Connections: []
Author ID: 49035, Name: christopher p. white, Connections: []
Author ID: 49036, Name: c.l. white, Connections: []
Author ID: 49037, Name: christopher g.h. white, Connections: []
Author ID: 49038, Name: chris williams, Connections: []
Author ID: 49039, Name: christopher n. williams, Connections: []
Author ID: 49040, Name: christopher williams, Connections: []
Author ID: 49041, Name: c. n. williams, Connections: []
Author ID: 49042, Name: chris c. wilson, Connections: []
Author ID: 49043, Name: c. c. wilson, Connections: []
Author ID: 49044, Name: chris c. wilsonc.c. wilson, Connections: []
Author ID: 49045, Name: chris c wilson, Connections: []
Author ID: 49046, Name: christopher c. wilson, Connections: []
Author ID: 49047, Name: chris wilson, Connections: []
Author ID: 49048, Name: christopher wilson, Connections: []
Author ID: 49049, Name: chris m. wilson, Connections: []
Author ID: 49050, Name: c.m. wood, Connections: []
Author ID: 49051, Name: chris m. wood, Connections: []
Author ID: 49052, Name: c. m. wood, Connections: []
Author ID: 49053, Name: chris m wood, Connections: []
Author ID: 49054, Name: s. wood, Connections: []
Author ID: 49055, Name: c.m wood, Connections: []
Author ID: 49056, Name: c m wood, Connections: []
Author ID: 49057, Name: wood cm, Connections: []
Author ID: 49058, Name: c. c. wood, Connections: []
Author ID: 49059, Name: g. christopher wood, Connections: []
Author ID: 49060, Name: christakis constantinides, Connections: []
Author ID: 49061, Name: c. constantinides, Connections: []
Author ID: 49062, Name: chris d. constantinides, Connections: []
Author ID: 49063, Name: christal davis, Connections: []
Author ID: 49064, Name: christal n. davis, Connections: []
Author ID: 49065, Name: mateus ferreira, Connections: []
Author ID: 49066, Name: mg rocha, Connections: []
Author ID: 49067, Name: mateus garcia rocha, Connections: []
Author ID: 49068, Name: mateus henrique rocha, Connections: []
Author ID: 49069, Name: mateus a. s. santos, Connections: []
Author ID: 49070, Name: mateus augusto silva santos, Connections: []
Author ID: 49071, Name: mateus carneiro guimarã£es do santos, Connections: []
Author ID: 49072, Name: mateusz cybulski, Connections: []
Author ID: 49073, Name: mateusz k. cybulski, Connections: []
Author ID: 49074, Name: mateusz tomczyk, Connections: []
Author ID: 49075, Name: mateusz michaå‚ tomczyk, Connections: []
Author ID: 49076, Name: matheus p. freitas, Connections: []
Author ID: 49077, Name: matheus p freitas, Connections: []
Author ID: 49078, Name: matheus puggina de freitas, Connections: []
Author ID: 49079, Name: matheus freitas, Connections: []
Author ID: 49080, Name: matheus batista de oliveira, Connections: []
Author ID: 49081, Name: matheus g. de oliveira, Connections: []
Author ID: 49082, Name: matheus f. reis, Connections: []
Author ID: 49083, Name: matheus ferreira dos reis, Connections: []
Author ID: 49084, Name: m p reis, Connections: []
Author ID: 49085, Name: matheus lavorenti rocha, Connections: []
Author ID: 49086, Name: matheus l. rocha, Connections: []
Author ID: 49088, Name: matheus dos santos rocha, Connections: []
Author ID: 49089, Name: matheus gustavo da silva, Connections: []
Author ID: 49090, Name: matheus g. da silva, Connections: []
Author ID: 49091, Name: matheus g. silva, Connections: []
Author ID: 49092, Name: matheus freire silva, Connections: []
Author ID: 49093, Name: matheus souza, Connections: []
Author ID: 49094, Name: matheus f souza, Connections: []
Author ID: 49095, Name: matheus de abreu costa souza, Connections: []
Author ID: 49096, Name: matheus s. souza, Connections: []
Author ID: 49097, Name: mathew g. allan, Connections: []
Author ID: 49098, Name: mathew grant allan, Connections: []
Author ID: 49099, Name: mathew a cherian, Connections: []
Author ID: 49100, Name: mathew a. cherian, Connections: []
Author ID: 49101, Name: mathew cherian, Connections: []
Author ID: 49102, Name: mathew a. johnson, Connections: []
Author ID: 49103, Name: mat johnson, Connections: []
Author ID: 49104, Name: mathew johnson, Connections: []
Author ID: 49105, Name: mathew m. joseph, Connections: []
Author ID: 49106, Name: mathew joseph, Connections: []
Author ID: 49107, Name: mathias v. schmidt, Connections: []
Author ID: 49108, Name: m.v. schmidt, Connections: []
Author ID: 49109, Name: m. v. schmidt, Connections: []
Author ID: 49110, Name: m v schmidt, Connections: []
Author ID: 49111, Name: mathias schmidt, Connections: []
Author ID: 49112, Name: schmidt mv, Connections: []
Author ID: 49113, Name: mathias schulze, Connections: []
Author ID: 49114, Name: mathieu j. m. bertrand, Connections: []
Author ID: 49115, Name: mathieu j.m. bertrand, Connections: []
Author ID: 49116, Name: mathieu j m bertrand, Connections: []
Author ID: 49117, Name: mathieu jm bertrand, Connections: []
Author ID: 49118, Name: mathieu bertrand, Connections: []
Author ID: 49119, Name: m j m bertrand, Connections: []
Author ID: 49120, Name: m. bertrand, Connections: []
Author ID: 49121, Name: mathieu gautier, Connections: []
Author ID: 49122, Name: m gautier, Connections: []
Author ID: 49123, Name: mathieux gautier, Connections: []
Author ID: 49124, Name: m. gautier, Connections: []
Author ID: 49125, Name: mathieu lempereur, Connections: []
Author ID: 49126, Name: m. lempereur, Connections: []
Author ID: 49127, Name: e szabo, Connections: []
Author ID: 49128, Name: eva szabo, Connections: []
Author ID: 49129, Name: e. szabo, Connections: []
Author ID: 49130, Name: ã‰. szabã³, Connections: []
Author ID: 49131, Name: ã‰va szabã³, Connections: []
Author ID: 49132, Name: ã–mer acar, Connections: []
Author ID: 49133, Name: omer acar, Connections: []
Author ID: 49134, Name: omer erkan, Connections: []
Author ID: 49135, Name: ã–mer erkan, Connections: []
Author ID: 49136, Name: onder polat, Connections: []
Author ID: 49137, Name: ã– polat, Connections: []
Author ID: 49138, Name: ã–nder polat, Connections: []
Author ID: 49139, Name: ã–zgã¼r avåÿar, Connections: []
Author ID: 49140, Name: ã–. avåÿar, Connections: []
Author ID: 49141, Name: ozgur avsar, Connections: []
Author ID: 49142, Name: ã–. ã‡akä±r, Connections: []
Author ID: 49143, Name: ã–zgã¼r ã‡akä±r, Connections: []
Author ID: 49144, Name: ã–zgã¼r ã‡elik, Connections: []
Author ID: 49145, Name: ozkan ozden, Connections: []
Author ID: 49146, Name: ã–zkan ã–zden, Connections: []
Author ID: 49147, Name: ãœmit ceylan, Connections: []
Author ID: 49148, Name: umit ceylan, Connections: []
Author ID: 49149, Name: ä°brahim aydoäÿdu, Connections: []
Author ID: 49150, Name: ibrahim aydogdu, Connections: []
Author ID: 49151, Name: ä°brahim åžener, Connections: []
Author ID: 49152, Name: ibrahim sener, Connections: []
Author ID: 49153, Name: ilhan mutlu, Connections: []
Author ID: 49154, Name: ä°lhan mutlu, Connections: []
Author ID: 49155, Name: alhan mutlu, Connections: []
Author ID: 49156, Name: ilhan nahit mutlu, Connections: []
Author ID: 49157, Name: ä°lker ãœnal, Connections: []
Author ID: 49158, Name: ilker unal, Connections: []
Author ID: 49159, Name: i. ãœnal, Connections: []
Author ID: 49160, Name: i unal, Connections: []
Author ID: 49161, Name: ilker ãœnal, Connections: []
Author ID: 49162, Name: åukasz byczyå„ski, Connections: []
Author ID: 49163, Name: lukasz byczynski, Connections: []
Author ID: 49164, Name: å. byczyå„ski, Connections: []
Author ID: 49165, Name: åukasz grabowski, Connections: []
Author ID: 49166, Name: lukasz grabowski, Connections: []
Author ID: 49167, Name: lukasz januszkiewicz, Connections: []
Author ID: 49168, Name: åukasz januszkiewicz, Connections: []
Author ID: 49169, Name: ukasz januszkiewicz, Connections: []
Author ID: 49170, Name: å. januszkiewicz, Connections: []
Author ID: 49171, Name: è½ukasz januszkiewicz, Connections: []
Author ID: 49172, Name: lukasz kaczmarek, Connections: []
Author ID: 49173, Name: lukas kaczmarek, Connections: []
Author ID: 49174, Name: å. kaczmarek, Connections: []
Author ID: 49175, Name: l. kaczmarek, Connections: []
Author ID: 49176, Name: åukasz kaczmarek, Connections: []
Author ID: 49177, Name: lukasz szymanski, Connections: []
Author ID: 49178, Name: åukasz szymaå„ski, Connections: []
Author ID: 49179, Name: åukasz wieczorek, Connections: []
Author ID: 49180, Name: lukaszs wieczorek, Connections: []
Author ID: 49181, Name: andrã©s aguilera, Connections: []
Author ID: 49182, Name: andres aguilera, Connections: []
Author ID: 49183, Name: a. aguilera, Connections: []
Author ID: 49184, Name: a aguilera, Connections: []
Author ID: 49185, Name: a cã¡rdenas, Connections: []
Author ID: 49186, Name: andres cã¡rdenas, Connections: []
Author ID: 49187, Name: andrã©s andrã©s cã¡rdenas, Connections: []
Author ID: 49188, Name: andrã©s cã¡rdenas, Connections: []
Author ID: 49189, Name: andres cardenas, Connections: []
Author ID: 49190, Name: a. cardenas, Connections: []
Author ID: 49191, Name: andrã©s a. cã¡rdenas, Connections: []
Author ID: 49192, Name: a. cã¡rdenas, Connections: []
Author ID: 49193, Name: andrã©s felipe cardona, Connections: []
Author ID: 49194, Name: andres felipe cardona, Connections: []
Author ID: 49195, Name: andrã©s f. cardona, Connections: []
Author ID: 49196, Name: andres cardona, Connections: []
Author ID: 49197, Name: andres alberto chavez, Connections: []
Author ID: 49198, Name: andres chavez, Connections: []
Author ID: 49199, Name: msc. andres alberto chavez eras, Connections: []
Author ID: 49200, Name: andres c. chavez, Connections: []
Author ID: 49201, Name: a. c. chavez, Connections: []
Author ID: 49202, Name: andrã©s domã­nguez, Connections: []
Author ID: 49203, Name: a. domã­nguez, Connections: []
Author ID: 49204, Name: andrã©s h. domã­nguez, Connections: []
Author ID: 49205, Name: andres flores-hidalgo, Connections: []
Author ID: 49206, Name: andres d. flores-hidalgo, Connections: []
Author ID: 49207, Name: andres flores, Connections: []
Author ID: 49208, Name: andrã©s gonzã¡lez, Connections: []
Author ID: 49209, Name: andres gonzalez, Connections: []
Author ID: 49210, Name: andrã©s gonzã¡lez gã³mez, Connections: []
Author ID: 49211, Name: andrã©s gonzalez, Connections: []
Author ID: 49212, Name: a gonzalez, Connections: []
Author ID: 49213, Name: andres martinez, Connections: []
Author ID: 49214, Name: andrã©s martinez, Connections: []
Author ID: 49215, Name: a.s. martã­nez, Connections: []
Author ID: 49216, Name: andrã©s s. martã­nez, Connections: []
Author ID: 49217, Name: andrã©s moreno, Connections: []
Author ID: 49218, Name: andres moreno, Connections: []
Author ID: 49219, Name: a.d. moreno-barbosa, Connections: []
Author ID: 49220, Name: andres ortega, Connections: []
Author ID: 49221, Name: andres leonardo ortega ortega, Connections: []
Author ID: 49222, Name: andres ortega gitel, Connections: []
Author ID: 49223, Name: andrã©s ortega, Connections: []
Author ID: 49224, Name: andres ramos, Connections: []
Author ID: 49225, Name: andrã©s ramos, Connections: []
Author ID: 49226, Name: andrã©s rodrã­guez, Connections: []
Author ID: 49227, Name: andres rodrã­guez, Connections: []
Author ID: 49228, Name: andrã©s rodrã­guez-galvã¡n, Connections: []
Author ID: 49229, Name: a. rodrã­guez-galvã¡n, Connections: []
Author ID: 49230, Name: andres rodriguez, Connections: []
Author ID: 49231, Name: andrã©s suã¡rez, Connections: []
Author ID: 49232, Name: andrã©s suarez, Connections: []
Author ID: 49233, Name: andres suarez, Connections: []
Author ID: 49234, Name: andressa silva, Connections: []
Author ID: 49235, Name: andressa arraes silva, Connections: []
Author ID: 49236, Name: andressa silva santos, Connections: []
Author ID: 49237, Name: ap abbott, Connections: []
Author ID: 49238, Name: andrew p. abbott, Connections: []
Author ID: 49239, Name: a. p. abbott, Connections: []
Author ID: 49240, Name: a.p. abbott, Connections: []
Author ID: 49241, Name: andrew abbott, Connections: []
Author ID: 49242, Name: andrew p abbott, Connections: []
Author ID: 49243, Name: p andrew abbott prof., Connections: []
Author ID: 49244, Name: a p abbott, Connections: []
Author ID: 49245, Name: andrew j. abbott, Connections: []
Author ID: 49246, Name: andrew james abbott, Connections: []
Author ID: 49247, Name: a. j. abbott, Connections: []
Author ID: 49248, Name: andrew b. adams, Connections: []
Author ID: 49249, Name: andrew adams, Connections: []
Author ID: 49250, Name: a. b. adams, Connections: []
Author ID: 49251, Name: ab adams, Connections: []
Author ID: 49252, Name: andrew allan, Connections: []
Author ID: 49253, Name: andrew l. allan, Connections: []
Author ID: 49254, Name: andrew allen, Connections: []
Author ID: 49255, Name: andrew s. allen, Connections: []
Author ID: 49256, Name: andrew s allen, Connections: []
Author ID: 49257, Name: andrew j. allen, Connections: []
Author ID: 49258, Name: andrew m. allen, Connections: []
Author ID: 49259, Name: andrew allison, Connections: []
Author ID: 49260, Name: andrew g. allison, Connections: []
Author ID: 49261, Name: andrew e.f. allison, Connections: []
Author ID: 49262, Name: andrew j. anderson, Connections: []
Author ID: 49263, Name: andrew j anderson, Connections: []
Author ID: 49264, Name: andrew john anderson, Connections: []
Author ID: 49265, Name: andrew anderson, Connections: []
Author ID: 49266, Name: andrew p anderson, Connections: []
Author ID: 49267, Name: andrew armstrong, Connections: []
Author ID: 49268, Name: a. m. armstrong, Connections: []
Author ID: 49269, Name: andrew m. armstrong, Connections: []
Author ID: 49270, Name: a. armstrong, Connections: []
Author ID: 49271, Name: andrew j. armstrong, Connections: []
Author ID: 49272, Name: a armstrong, Connections: []
Author ID: 49273, Name: r. andrew atkinson, Connections: []
Author ID: 49274, Name: r.a. atkinson, Connections: []
Author ID: 49275, Name: r. andrew atkinsonvladimirsaudek, Connections: []
Author ID: 49276, Name: r.andrew atkinson, Connections: []
Author ID: 49277, Name: r. a. atkinson, Connections: []
Author ID: 49278, Name: andrew atkinson, Connections: []
Author ID: 49279, Name: andrew j. atkinson, Connections: []
Author ID: 49280, Name: andy bailey, Connections: []
Author ID: 49281, Name: andrew c bailey, Connections: []
Author ID: 49282, Name: andrew bailey, Connections: []
Author ID: 49283, Name: a. bailey, Connections: []
Author ID: 49284, Name: andrew s. bailey, Connections: []
Author ID: 49285, Name: andrew p. bailey, Connections: []
Author ID: 49286, Name: andrew baker, Connections: []
Author ID: 49287, Name: andrew c. baker, Connections: []
Author ID: 49288, Name: andrew c baker, Connections: []
Author ID: 49289, Name: andrew b. baker, Connections: []
Author ID: 49290, Name: andrew h. baker, Connections: []
Author ID: 49291, Name: and andrew g. baker, Connections: []
Author ID: 49292, Name: a. g. baker, Connections: []
Author ID: 49293, Name: andrew g. baker, Connections: []
Author ID: 49294, Name: andrew m. baker, Connections: []
Author ID: 49295, Name: andrew baldwin, Connections: []
Author ID: 49296, Name: andrew c.w. baldwin, Connections: []
Author ID: 49297, Name: andrew c w baldwin, Connections: []
Author ID: 49298, Name: k baldwinandrew, Connections: []
Author ID: 49299, Name: andrew k. baldwin, Connections: []
Author ID: 49300, Name: andrew j. barbour, Connections: []
Author ID: 49301, Name: andrew b. barbour, Connections: []
Author ID: 49302, Name: andrew barbour, Connections: []
Author ID: 49303, Name: andrew p. barbour, Connections: []
Author ID: 49304, Name: andrew j. barnes, Connections: []
Author ID: 49305, Name: andrew j barnes, Connections: []
Author ID: 49306, Name: andrew barnes, Connections: []
Author ID: 49307, Name: w. andrew barr, Connections: []
Author ID: 49308, Name: andrew barr, Connections: []
Author ID: 49309, Name: andrew r. barron, Connections: []
Author ID: 49310, Name: a. r. barron, Connections: []
Author ID: 49311, Name: andrew r barron, Connections: []
Author ID: 49312, Name: a.r. barron, Connections: []
Author ID: 49313, Name: and andrew r. barron, Connections: []
Author ID: 49314, Name: andrew r. barronî², Connections: []
Author ID: 49315, Name: andrew r. barron , a,b, Connections: []
Author ID: 49316, Name: a andrew r. barron, Connections: []
Author ID: 49317, Name: andrew b. barron, Connections: []
Author ID: 49318, Name: andrew b barron, Connections: []
Author ID: 49319, Name: a. b. barron, Connections: []
Author ID: 49320, Name: a.r. batchelor, Connections: []
Author ID: 49321, Name: a. batchelor, Connections: []
Author ID: 49322, Name: andrew m. batchelor, Connections: []
Author ID: 49323, Name: andrew m batchelor, Connections: []
Author ID: 49324, Name: aj bates, Connections: []
Author ID: 49325, Name: a.j. bates, Connections: []
Author ID: 49326, Name: andrew t. bates, Connections: []
Author ID: 49327, Name: andrew bates, Connections: []
Author ID: 49328, Name: andrew tom bates, Connections: []
Author ID: 49329, Name: a. e. bayly, Connections: []
Author ID: 49330, Name: a.e. bayly, Connections: []
Author ID: 49331, Name: andrew bayly, Connections: []
Author ID: 49332, Name: andrew e. bayly, Connections: []
Author ID: 49333, Name: a bayly, Connections: []
Author ID: 49334, Name: a. bayly, Connections: []
Author ID: 49335, Name: andrew r. bayly, Connections: []
Author ID: 49336, Name: andrew m. beale, Connections: []
Author ID: 49337, Name: a.m. beale, Connections: []
Author ID: 49338, Name: andrewm. beale, Connections: []
Author ID: 49339, Name: a. m. beale, Connections: []
Author ID: 49340, Name: a m beale, Connections: []
Author ID: 49341, Name: andy beale, Connections: []
Author ID: 49342, Name: andrew david beale, Connections: []
Author ID: 49343, Name: andrew d. bean, Connections: []
Author ID: 49344, Name: andrew bean, Connections: []
Author ID: 49345, Name: andrew w. beck, Connections: []
Author ID: 49346, Name: andrew beck, Connections: []
Author ID: 49347, Name: andrew s. beck, Connections: []
Author ID: 49348, Name: andrew f. beck, Connections: []
Author ID: 49349, Name: andrew s bell, Connections: []
Author ID: 49350, Name: andrew s. bell, Connections: []
Author ID: 49351, Name: andrew bell, Connections: []
Author ID: 49352, Name: andrew j d bell, Connections: []
Author ID: 49353, Name: andrew reid bell, Connections: []
Author ID: 49354, Name: andrew r. bell, Connections: []
Author ID: 49355, Name: andrew i bell, Connections: []
Author ID: 49356, Name: andrew i. bell, Connections: []
Author ID: 49357, Name: andy bennett, Connections: []
Author ID: 49358, Name: a.j. bennett, Connections: []
Author ID: 49359, Name: a. bennett, Connections: []
Author ID: 49360, Name: andrew j. bennett, Connections: []
Author ID: 49361, Name: andrew j bennett, Connections: []
Author ID: 49362, Name: andrew bennett, Connections: []
Author ID: 49363, Name: a. j. bennett, Connections: []
Author ID: 49364, Name: andrew a. bennett, Connections: []
Author ID: 49365, Name: andrew r. bennett, Connections: []
Author ID: 49366, Name: andrew bennie, Connections: []
Author ID: 49367, Name: andrew bentley, Connections: []
Author ID: 49368, Name: a bentley, Connections: []
Author ID: 49369, Name: a. m. bentley, Connections: []
Author ID: 49370, Name: andrew m bentley, Connections: []
Author ID: 49371, Name: a m bentley, Connections: []
Author ID: 49372, Name: andrew m. bentley, Connections: []
Author ID: 49373, Name: a. bentley, Connections: []
Author ID: 49374, Name: andrew c. bentley, Connections: []
Author ID: 49375, Name: mats andersson, Connections: []
Author ID: 49376, Name: m andersson, Connections: []
Author ID: 49377, Name: mats x. andersson, Connections: []
Author ID: 49378, Name: m berg, Connections: []
Author ID: 49379, Name: m. berg, Connections: []
Author ID: 49380, Name: mats berg, Connections: []
Author ID: 49381, Name: mats eriksson, Connections: []
Author ID: 49382, Name: m. eriksson, Connections: []
Author ID: 49383, Name: m eriksson, Connections: []
Author ID: 49384, Name: mats o. g. eriksson, Connections: []
